crop,region,month,quantity_kg,price_per_kg
Onion,Tanzania,9,25.0,1644.61
Maize,Nigeria,12,100.0,513.23
Coffee,Egypt,8,50.0,179.17
Irish Potato,Kenya,7,100.0,54.65
Irish Potato,Egypt,3,250.0,21.94
Cocoa,Ghana,5,100.0,51.91
Cocoa,Uganda,6,25.0,13829.73
Onion,Guinea,2,100.0,4455.3
Beans,Tanzania,9,500.0,3022.67
Beans,Guinea-Bissau,2,10.0,683.52
Plantain,Mauritania,5,1000.0,16.71
Plantain,Central African Republic,3,25.0,334.42
Cassava,Tunisia,5,500.0,0.72
Irish Potato,South Africa,4,10.0,8.32
Onion,Nigeria,12,25.0,874.55
Maize,Burundi,3,1000.0,922.38
Cocoa,Togo,6,10.0,2268.12
Cassava,Niger,3,50.0,139.04
Irish Potato,Senegal,7,10.0,266.69
Cassava,Uganda,11,100.0,638.36
Tomato,Ghana,7,50.0,10.42
Cassava,Ethiopia,11,50.0,22.94
Rice,Togo,2,10.0,479.43
Maize,Morocco,4,100.0,3.41
Beans,Djibouti,3,25.0,194.7
Plantain,Algeria,6,500.0,60.16
Coffee,Guinea,1,100.0,31368.24
Maize,Sudan,10,250.0,199.26
Beans,Kenya,11,100.0,166.09
Coffee,Madagascar,7,250.0,16777.19
Coffee,Cameroon,12,25.0,2021.01
Onion,Eritrea,6,250.0,8.47
Plantain,Chad,9,10.0,228.85
Irish Potato,Central African Republic,5,250.0,272.44
Maize,Zambia,7,500.0,7.89
Plantain,Togo,9,250.0,245.62
Rice,Egypt,9,1000.0,31.54
Cocoa,Ethiopia,3,1000.0,284.69
Maize,Congo (DRC),7,10.0,842.3
Coffee,Ethiopia,5,50.0,522.14
Coffee,Sierra Leone,4,10.0,89331.06
Coffee,Mali,6,500.0,2298.53
Cassava,Tanzania,1,10.0,547.12
Plantain,Togo,11,500.0,240.36
Tomato,Mauritius,9,500.0,34.88
Rice,Morocco,1,500.0,7.71
Coffee,Comoros,9,100.0,1688.42
Cocoa,Gambia,2,250.0,191.22
Cocoa,Sudan,8,500.0,1693.43
Rice,Libya,1,25.0,3.67
Maize,Botswana,1,100.0,4.57
Irish Potato,Libya,1,250.0,2.72
Coffee,Ghana,1,10.0,53.71
Rice,Guinea,6,1000.0,6422.32
Cassava,Uganda,2,10.0,766.62
Coffee,Guinea-Bissau,2,250.0,2301.14
Irish Potato,Seychelles,2,100.0,6.97
Coffee,Uganda,10,25.0,13102.98
Cassava,Nigeria,3,10.0,365.19
Coffee,South Sudan,4,500.0,11837.33
Cassava,Cameroon,8,250.0,128.55
Beans,Cabo Verde,10,50.0,115.99
Irish Potato,Nigeria,10,100.0,718.7
Rice,Madagascar,2,10.0,3698.62
Maize,Lesotho,9,100.0,5.51
Maize,Mauritius,3,50.0,15.5
Irish Potato,Eswatini,12,500.0,8.17
Onion,Central African Republic,4,250.0,330.35
Plantain,Botswana,8,250.0,5.55
Rice,Cabo Verde,2,1000.0,72.32
Rice,Rwanda,8,1000.0,944.67
Rice,Mali,5,250.0,525.83
Cocoa,Egypt,12,500.0,116.94
Rice,Somalia,9,10.0,442.76
Rice,Chad,2,100.0,541.75
Irish Potato,Eswatini,8,1000.0,6.51
Tomato,Senegal,4,10.0,353.67
Irish Potato,Namibia,9,10.0,8.59
Tomato,Tunisia,10,10.0,2.44
Onion,Comoros,9,25.0,303.31
Onion,Tunisia,1,250.0,1.58
Tomato,Ethiopia,3,1000.0,64.66
Tomato,Mauritania,10,500.0,28.89
Cassava,Namibia,12,10.0,3.05
Tomato,Djibouti,7,1000.0,112.85
Irish Potato,Cabo Verde,4,50.0,47.46
Cassava,Gambia,12,500.0,11.61
Plantain,Congo (DRC),2,100.0,1381.83
Maize,Tanzania,3,50.0,999.52
Irish Potato,Angola,11,250.0,439.62
Maize,Ghana,2,10.0,5.59
Beans,Eswatini,7,25.0,17.34
Maize,Senegal,8,25.0,155.23
Tomato,Zambia,12,500.0,17.73
Cocoa,Libya,2,25.0,13.34
Irish Potato,Cameroon,6,10.0,242.59
Cassava,Mauritania,1,25.0,7.89
Plantain,South Sudan,10,10.0,1252.28
Rice,Ghana,6,250.0,12.5
Maize,Algeria,4,500.0,48.01
Maize,Botswana,10,50.0,4.17
Cocoa,Cameroon,11,100.0,1678.34
Rice,Mauritania,10,500.0,25.16
Irish Potato,Sudan,1,100.0,314.48
Tomato,Mozambique,5,250.0,41.56
Onion,Zimbabwe,8,1000.0,14.76
Tomato,Malawi,8,500.0,1220.01
Cocoa,Mali,7,10.0,1968.16
Cocoa,Burundi,2,250.0,8913.72
Beans,Morocco,8,25.0,9.69
Plantain,Mauritius,9,50.0,17.63
Coffee,Congo (Republic),3,1000.0,1892.45
Rice,Mozambique,8,100.0,46.57
Plantain,Liberia,11,10.0,80.17
Rice,Algeria,7,500.0,103.99
Rice,Sao Tome and Principe,12,500.0,16.94
Maize,Zimbabwe,11,250.0,8.24
Beans,Burundi,5,250.0,2887.33
Cocoa,Malawi,5,50.0,5423.92
Tomato,Guinea-Bissau,6,50.0,405.08
Beans,Mali,1,25.0,698.81
Cocoa,Malawi,11,50.0,4698.98
Cocoa,Mauritania,1,250.0,105.4
Cocoa,Libya,8,250.0,15.95
Irish Potato,Eswatini,11,50.0,8.8
Maize,Sierra Leone,2,100.0,8864.5
Cassava,Gabon,7,250.0,134.09
Cocoa,Senegal,10,1000.0,1500.37
Coffee,Lesotho,9,1000.0,52.75
Cocoa,Zimbabwe,10,25.0,75.05
Onion,Guinea,6,500.0,5230.41
Coffee,Gabon,10,250.0,1830.9
Tomato,Rwanda,4,25.0,934.12
Rice,Eswatini,5,250.0,15.95
Cassava,Equatorial Guinea,11,100.0,114.93
Irish Potato,Madagascar,11,10.0,2232.27
Tomato,Chad,1,100.0,428.72
Maize,Lesotho,11,10.0,6.01
Maize,Benin,1,50.0,194.78
Maize,Mozambique,9,10.0,19.96
Beans,Mozambique,11,100.0,72.24
Cassava,Congo (DRC),6,10.0,718.12
Tomato,Morocco,7,100.0,6.96
Beans,Botswana,5,250.0,12.83
Cassava,Namibia,12,50.0,3.21
Onion,Congo (DRC),4,1000.0,1311.92
Irish Potato,Cabo Verde,2,500.0,50.36
Coffee,Egypt,8,25.0,187.18
Irish Potato,Ghana,8,500.0,6.75
Rice,Libya,12,25.0,3.86
Beans,South Sudan,6,500.0,2755.07
Cocoa,Niger,3,250.0,1826.38
Rice,Djibouti,1,500.0,141.07
Rice,Sudan,4,250.0,519.99
Coffee,Ethiopia,2,25.0,476.42
Tomato,Somalia,8,10.0,438.21
Coffee,Zimbabwe,12,1000.0,77.65
Plantain,Seychelles,12,10.0,6.03
Cassava,Libya,4,500.0,1.06
Irish Potato,Burundi,10,250.0,1481.52
Tomato,South Africa,2,100.0,11.59
Plantain,Liberia,4,500.0,94.42
Coffee,Djibouti,9,50.0,625.67
Rice,Congo (Republic),1,250.0,483.46
Cocoa,Sao Tome and Principe,6,25.0,85.44
Cocoa,Malawi,1,25.0,4215.28
Rice,Sudan,4,250.0,565.31
Coffee,Seychelles,10,250.0,46.04
Maize,Tunisia,12,100.0,1.06
Tomato,South Africa,7,1000.0,11.93
Onion,Cameroon,12,250.0,296.82
Cocoa,Gabon,8,500.0,1835.5
Plantain,Equatorial Guinea,4,250.0,297.71
Tomato,Seychelles,3,10.0,8.44
Irish Potato,Equatorial Guinea,7,1000.0,217.07
Maize,Cote d'Ivoire,2,1000.0,182.52
Maize,Togo,5,1000.0,172.72
Irish Potato,Zambia,4,50.0,12.02
Cocoa,Angola,11,50.0,2333.41
Cassava,Equatorial Guinea,6,250.0,130.93
Beans,Ethiopia,7,500.0,108.28
Coffee,Nigeria,1,500.0,4959.52
Cocoa,Sudan,12,1000.0,1362.37
Onion,Namibia,7,25.0,11.8
Irish Potato,Mauritius,11,250.0,21.74
Maize,Nigeria,8,500.0,433.13
Cassava,Cabo Verde,7,10.0,21.63
Cocoa,Nigeria,1,10.0,4217.87
Maize,Cote d'Ivoire,2,100.0,229.25
Plantain,Comoros,11,10.0,195.78
Beans,Liberia,8,1000.0,183.01
Plantain,Liberia,11,100.0,86.34
Plantain,Eritrea,4,10.0,7.48
Maize,Uganda,11,100.0,1180.96
Cocoa,Angola,6,10.0,2970.68
Rice,Rwanda,10,25.0,996.81
Plantain,Algeria,10,10.0,55.9
Cassava,Madagascar,2,250.0,899.7
Rice,Guinea-Bissau,12,500.0,422.66
Maize,Congo (Republic),10,500.0,170.15
Rice,Kenya,10,25.0,90.6
Cassava,Benin,10,500.0,94.92
Cassava,Benin,7,25.0,132.38
Irish Potato,Djibouti,2,100.0,96.01
Cassava,Sudan,7,500.0,125.77
Beans,South Sudan,11,1000.0,3535.34
Irish Potato,Equatorial Guinea,2,25.0,340.58
Cassava,Mauritius,4,250.0,11.1
Onion,Somalia,2,500.0,263.56
Maize,Guinea,5,25.0,2807.87
Cocoa,Central African Republic,9,250.0,1683.58
Onion,Cote d'Ivoire,10,100.0,350.15
Maize,Ethiopia,3,1000.0,36.75
Maize,Togo,2,10.0,214.74
Maize,Zimbabwe,1,500.0,8.85
Tomato,Rwanda,4,50.0,833.53
Plantain,Central African Republic,5,500.0,271.37
Tomato,South Sudan,7,500.0,2147.15
Cassava,Libya,3,50.0,0.99
Onion,Morocco,4,100.0,5.64
Tomato,Benin,7,500.0,434.59
Rice,Congo (Republic),8,10.0,498.15
Plantain,Comoros,4,1000.0,198.28
Rice,Congo (Republic),9,10.0,429.83
Cassava,Mali,9,500.0,119.25
Tomato,Mauritania,10,25.0,28.89
Coffee,South Sudan,2,25.0,11742.61
Cocoa,Sudan,10,250.0,1517.09
Beans,Uganda,6,500.0,3151.94
Beans,Guinea,10,100.0,9800.3
Coffee,Uganda,8,250.0,13859.47
Plantain,Benin,12,500.0,268.86
Irish Potato,Rwanda,3,10.0,702.5
Irish Potato,Mozambique,9,100.0,30.46
Maize,Equatorial Guinea,4,50.0,208.25
Beans,Kenya,3,100.0,145.3
Maize,Niger,7,50.0,183.7
Maize,South Sudan,4,50.0,1079.59
Maize,Tunisia,4,500.0,1.01
Tomato,Madagascar,3,500.0,2322.0
Cocoa,Chad,1,250.0,1679.67
Onion,Sierra Leone,5,10.0,14083.62
Maize,Liberia,5,25.0,64.63
Maize,Kenya,12,50.0,40.13
Cassava,South Sudan,5,1000.0,666.82
Cocoa,Togo,7,1000.0,1854.23
Rice,Burundi,11,500.0,2028.22
Onion,Gabon,9,1000.0,366.69
Tomato,Togo,7,250.0,437.79
Cocoa,South Sudan,5,500.0,9469.64
Tomato,Mauritius,2,25.0,28.09
Coffee,Angola,11,25.0,2787.39
Coffee,Madagascar,6,10.0,18105.68
Coffee,Djibouti,1,25.0,663.07
Tomato,Zimbabwe,2,500.0,15.83
Onion,Rwanda,11,25.0,778.19
Beans,Tanzania,6,50.0,2500.38
Cocoa,Nigeria,1,50.0,4601.16
Cocoa,Somalia,2,100.0,1714.82
Rice,Burundi,9,1000.0,1933.38
Beans,Zambia,2,250.0,32.25
Beans,Gabon,3,500.0,602.22
Beans,Burkina Faso,8,25.0,694.54
Onion,Niger,4,100.0,384.44
Cocoa,Kenya,8,500.0,363.56
Plantain,Zimbabwe,3,1000.0,11.38
Irish Potato,Sudan,2,250.0,304.19
Plantain,Cameroon,6,1000.0,251.37
Rice,Sierra Leone,12,50.0,17717.5
Cocoa,Zambia,8,100.0,82.47
Maize,South Africa,8,25.0,5.03
Onion,Togo,2,10.0,314.32
Onion,Zimbabwe,2,1000.0,11.25
Cocoa,Namibia,3,250.0,56.21
Coffee,Mozambique,2,50.0,226.71
Coffee,Ghana,5,500.0,57.82
Irish Potato,Cote d'Ivoire,11,10.0,318.87
Onion,Zambia,9,100.0,16.13
Plantain,Zambia,5,10.0,13.45
Cocoa,Sierra Leone,5,500.0,67585.0
Onion,Nigeria,10,250.0,929.54
Beans,Djibouti,5,500.0,158.33
Maize,Rwanda,2,1000.0,412.41
Rice,Seychelles,2,50.0,11.37
Rice,Mali,11,10.0,471.94
Cassava,Rwanda,7,100.0,306.48
Cocoa,Sudan,6,250.0,2000.24
Irish Potato,Malawi,2,10.0,1012.78
Tomato,Botswana,3,250.0,8.21
Tomato,Congo (DRC),6,25.0,1952.04
Coffee,Tanzania,5,500.0,10915.96
Cassava,Botswana,9,500.0,2.5
Cassava,Kenya,2,10.0,28.49
Maize,Zimbabwe,6,25.0,7.8
Plantain,South Sudan,10,1000.0,1087.23
Cocoa,South Sudan,4,250.0,9259.18
Tomato,Cabo Verde,3,500.0,55.59
Tomato,Botswana,10,50.0,9.79
Rice,Gambia,11,25.0,50.75
Beans,Egypt,5,250.0,47.63
Tomato,Cote d'Ivoire,11,50.0,428.03
Rice,Benin,6,1000.0,437.16
Plantain,Egypt,12,100.0,20.66
Rice,Guinea-Bissau,7,25.0,508.75
Cassava,Lesotho,10,50.0,3.19
Rice,Zimbabwe,5,100.0,23.6
Irish Potato,Malawi,8,1000.0,646.93
Plantain,Congo (DRC),8,25.0,1210.81
Beans,Somalia,1,100.0,711.15
Onion,Eritrea,5,25.0,8.76
Tomato,Ghana,3,25.0,9.74
Coffee,Morocco,8,500.0,35.83
Rice,Burundi,6,10.0,2528.29
Maize,Nigeria,8,1000.0,416.55
Beans,Seychelles,12,500.0,18.17
Tomato,Kenya,3,25.0,78.02
Rice,Somalia,8,250.0,455.67
Cassava,Gabon,10,250.0,110.54
Beans,Guinea-Bissau,1,25.0,729.64
Rice,Angola,9,250.0,648.76
Plantain,Equatorial Guinea,3,100.0,322.47
Maize,Ghana,12,25.0,5.7
Tomato,Togo,2,100.0,361.92
Cocoa,Nigeria,8,25.0,5328.54
Rice,Cabo Verde,2,100.0,85.44
Coffee,Kenya,11,100.0,392.41
Onion,Equatorial Guinea,6,1000.0,310.83
Onion,Rwanda,8,10.0,926.3
Coffee,Equatorial Guinea,6,1000.0,2057.87
Cocoa,Rwanda,8,25.0,4657.4
Beans,Mali,3,250.0,658.76
Beans,Central African Republic,11,1000.0,596.16
Cassava,Congo (DRC),12,50.0,566.49
Tomato,Kenya,10,50.0,99.49
Cocoa,Guinea,4,250.0,25831.77
Maize,Niger,4,100.0,208.02
Rice,Egypt,6,250.0,40.94
Plantain,Botswana,8,250.0,5.18
Irish Potato,Niger,8,250.0,273.19
Cocoa,Gambia,2,250.0,203.56
Cassava,Somalia,11,50.0,99.09
Tomato,Ethiopia,6,10.0,75.33
Cassava,Cote d'Ivoire,4,10.0,141.44
Onion,Somalia,6,1000.0,327.12
Rice,Equatorial Guinea,12,100.0,454.51
Beans,Eritrea,6,50.0,12.78
Coffee,Malawi,10,250.0,5900.62
Coffee,Angola,4,500.0,3727.27
Maize,Congo (DRC),8,50.0,795.36
Onion,Morocco,3,250.0,5.0
Irish Potato,Uganda,11,50.0,1967.16
Irish Potato,Gabon,10,500.0,305.27
Irish Potato,Congo (DRC),7,25.0,1166.79
Beans,Morocco,6,50.0,9.64
Cocoa,Sao Tome and Principe,6,10.0,80.76
Maize,Congo (DRC),3,1000.0,831.45
Tomato,Morocco,4,10.0,6.27
Maize,Niger,5,100.0,198.99
Irish Potato,Malawi,11,100.0,948.33
Irish Potato,Ghana,5,1000.0,5.46
Irish Potato,Eritrea,5,500.0,6.56
Rice,Chad,5,10.0,539.18
Cassava,Mauritius,2,10.0,9.93
Cocoa,Equatorial Guinea,6,50.0,2031.66
Coffee,Chad,5,500.0,2297.3
Maize,Egypt,10,25.0,14.01
Plantain,Eswatini,11,50.0,8.14
Cocoa,Sao Tome and Principe,8,100.0,71.78
Rice,Mozambique,1,1000.0,43.91
Maize,South Africa,3,25.0,6.93
Tomato,Chad,5,250.0,411.56
Cassava,Madagascar,6,250.0,1070.03
Coffee,Namibia,9,10.0,67.91
Onion,Central African Republic,7,250.0,421.66
Maize,Kenya,9,50.0,43.42
Cocoa,Morocco,9,10.0,28.79
Cocoa,Comoros,8,50.0,1450.87
Beans,Senegal,11,1000.0,651.87
Plantain,Chad,8,10.0,267.69
Coffee,Egypt,3,250.0,200.5
Rice,Comoros,3,50.0,450.35
Irish Potato,Mozambique,4,1000.0,26.92
Irish Potato,Equatorial Guinea,6,500.0,247.41
Cocoa,Tunisia,4,100.0,9.8
Irish Potato,Eritrea,3,25.0,7.44
Tomato,Zambia,1,100.0,16.38
Irish Potato,Ethiopia,9,500.0,51.81
Cassava,Nigeria,7,500.0,322.23
Maize,South Sudan,3,50.0,1248.89
Onion,Chad,4,25.0,358.99
Irish Potato,Sao Tome and Principe,9,1000.0,8.92
Rice,Botswana,4,100.0,12.56
Plantain,Zambia,7,1000.0,11.25
Cocoa,South Sudan,4,25.0,9727.43
Beans,Malawi,4,50.0,1692.67
Tomato,Seychelles,5,25.0,8.51
Cassava,Rwanda,11,1000.0,211.42
Cassava,Cameroon,7,250.0,123.84
Irish Potato,Equatorial Guinea,4,10.0,319.27
Tomato,Eritrea,7,10.0,11.63
Irish Potato,Morocco,10,50.0,4.89
Cassava,Madagascar,8,500.0,911.53
Rice,Kenya,12,250.0,87.69
Tomato,Namibia,12,100.0,12.9
Onion,Egypt,12,50.0,27.01
Onion,Uganda,5,25.0,2190.88
Beans,Zimbabwe,6,250.0,25.02
Coffee,Uganda,6,50.0,14992.16
Coffee,Guinea,9,25.0,29993.58
Onion,Congo (DRC),1,500.0,1356.16
Rice,Tunisia,8,10.0,2.58
Onion,Botswana,1,1000.0,6.52
Beans,Mauritania,3,10.0,48.15
Beans,Mauritius,6,100.0,42.9
Coffee,Zambia,8,1000.0,83.59
Maize,Burkina Faso,2,10.0,242.68
Coffee,Zimbabwe,3,100.0,105.24
Maize,Ethiopia,11,50.0,40.47
Rice,Niger,12,10.0,460.27
Tomato,Benin,8,250.0,432.43
Irish Potato,Botswana,1,50.0,7.64
Coffee,Somalia,4,250.0,2225.45
Maize,Zimbabwe,6,500.0,7.86
Plantain,Botswana,5,25.0,6.85
Irish Potato,South Sudan,8,250.0,1386.8
Maize,Zambia,9,1000.0,7.07
Plantain,Morocco,9,250.0,3.8
Coffee,Niger,11,25.0,1854.54
Cocoa,South Africa,6,1000.0,53.93
Beans,Central African Republic,9,50.0,635.26
Irish Potato,Eritrea,12,250.0,8.2
Coffee,Chad,12,100.0,1939.61
Plantain,Liberia,7,250.0,85.3
Beans,Seychelles,10,250.0,14.62
Plantain,Guinea,3,100.0,4731.91
Coffee,Namibia,2,25.0,62.99
Beans,Sierra Leone,2,100.0,24328.01
Cassava,Namibia,1,10.0,3.28
Cassava,Zimbabwe,12,10.0,4.51
Irish Potato,Mauritania,7,50.0,16.7
Maize,Mali,3,500.0,212.3
Beans,Guinea,7,1000.0,7807.41
Irish Potato,Liberia,3,10.0,84.34
Cocoa,Kenya,6,50.0,476.37
Maize,Mauritius,12,1000.0,14.8
Cassava,Cote d'Ivoire,5,10.0,162.81
Irish Potato,Eritrea,4,50.0,7.19
Coffee,Niger,9,25.0,2239.7
Coffee,Liberia,4,500.0,740.07
Onion,Nigeria,8,100.0,1030.26
Cocoa,Ethiopia,12,25.0,332.65
Maize,Sudan,5,10.0,189.6
Coffee,Burundi,10,50.0,10211.16
Irish Potato,South Africa,11,25.0,9.47
Coffee,Mauritius,3,50.0,176.92
Cassava,Somalia,9,10.0,122.43
Rice,Benin,8,1000.0,409.05
Tomato,Namibia,8,1000.0,12.37
Tomato,Benin,9,10.0,478.69
Onion,Guinea-Bissau,8,250.0,366.79
Plantain,Namibia,9,100.0,7.39
Irish Potato,Congo (Republic),6,1000.0,252.08
Beans,Eritrea,8,25.0,14.33
Cassava,Congo (Republic),7,250.0,132.45
Irish Potato,Botswana,5,500.0,5.88
Tomato,Namibia,1,25.0,11.78
Rice,Malawi,10,1000.0,1045.98
Rice,Gambia,10,50.0,48.82
Beans,Sao Tome and Principe,5,100.0,22.2
Maize,Chad,5,10.0,188.67
Cocoa,Egypt,12,10.0,130.99
Cassava,Burkina Faso,11,1000.0,96.33
Irish Potato,Tunisia,4,250.0,1.52
Coffee,Kenya,8,250.0,462.18
Cocoa,Algeria,11,1000.0,288.87
Plantain,Ethiopia,11,50.0,55.61
Maize,Gabon,3,50.0,209.74
Cocoa,Ghana,5,25.0,55.21
Beans,Eswatini,6,1000.0,15.31
Coffee,Sao Tome and Principe,11,1000.0,65.13
Tomato,Malawi,5,10.0,1070.91
Beans,Ethiopia,11,250.0,151.29
Tomato,Cote d'Ivoire,10,500.0,490.9
Cassava,Algeria,8,10.0,29.92
Irish Potato,Lesotho,12,25.0,9.68
Cocoa,Malawi,3,500.0,4733.58
Cocoa,Rwanda,5,250.0,4242.93
Onion,Benin,12,1000.0,258.76
Cassava,Gambia,4,1000.0,15.24
Irish Potato,Rwanda,2,500.0,732.4
Maize,Senegal,5,50.0,215.22
Rice,Ethiopia,5,10.0,110.3
Maize,Sao Tome and Principe,6,100.0,7.01
Beans,Angola,6,25.0,881.78
Beans,Gabon,8,250.0,603.14
Maize,Mozambique,2,50.0,25.11
Cocoa,Togo,12,250.0,1465.65
Cassava,Equatorial Guinea,5,500.0,136.87
Irish Potato,Sao Tome and Principe,8,1000.0,8.41
Cassava,Cabo Verde,5,500.0,21.07
Cocoa,Kenya,10,250.0,391.13
Maize,Eswatini,10,250.0,5.37
Maize,Mali,6,100.0,168.4
Onion,Gambia,1,10.0,36.01
Coffee,Rwanda,6,50.0,5550.08
Maize,Togo,1,1000.0,175.13
Coffee,Seychelles,2,1000.0,41.09
Onion,Cote d'Ivoire,8,250.0,410.25
Rice,Niger,10,10.0,412.74
Tomato,Sao Tome and Principe,1,50.0,14.22
Irish Potato,Nigeria,4,500.0,694.75
Onion,Benin,7,500.0,358.57
Tomato,South Sudan,10,1000.0,2005.69
Beans,Seychelles,6,500.0,11.64
Cassava,Gambia,10,10.0,13.79
Onion,Morocco,2,250.0,4.39
Cocoa,Mauritius,12,100.0,130.98
Onion,South Sudan,1,100.0,1720.12
Irish Potato,Central African Republic,7,10.0,252.9
Tomato,Rwanda,9,10.0,1054.74
Maize,Madagascar,11,10.0,1442.16
Cocoa,Lesotho,9,1000.0,49.55
Cassava,Chad,8,10.0,138.85
Onion,Sao Tome and Principe,6,100.0,15.01
Rice,Tunisia,1,500.0,2.21
Cassava,Djibouti,4,500.0,39.13
Tomato,Uganda,11,10.0,2703.67
Maize,Burkina Faso,8,50.0,168.08
Plantain,Nigeria,2,10.0,774.53
Rice,Seychelles,2,10.0,11.28
Tomato,Chad,7,10.0,431.0
Maize,Botswana,1,100.0,4.59
Onion,Botswana,5,250.0,8.09
Cocoa,South Africa,10,500.0,49.43
Plantain,Gambia,5,500.0,32.02
Plantain,Gabon,6,10.0,295.83
Maize,Cote d'Ivoire,7,50.0,186.08
Rice,Zimbabwe,2,25.0,21.66
Plantain,Nigeria,8,100.0,722.42
Beans,Nigeria,8,250.0,1647.74
Coffee,Cote d'Ivoire,8,1000.0,1726.15
Cocoa,Angola,9,25.0,2485.85
Plantain,Gabon,7,1000.0,237.15
Coffee,Tanzania,8,250.0,9574.69
Cassava,Central African Republic,11,25.0,99.69
Plantain,Seychelles,10,100.0,5.88
Rice,Somalia,3,10.0,532.12
Plantain,Sierra Leone,5,500.0,10126.78
Beans,Congo (Republic),8,50.0,636.7
Rice,Burundi,2,250.0,2445.75
Coffee,Central African Republic,12,250.0,1908.48
Onion,Gabon,11,500.0,325.01
Irish Potato,Cote d'Ivoire,4,1000.0,257.69
Irish Potato,Mauritania,2,1000.0,20.64
Tomato,Botswana,5,500.0,9.2
Rice,Eswatini,12,10.0,13.85
Cocoa,Burkina Faso,12,25.0,1488.13
Tomato,Egypt,9,500.0,37.04
Irish Potato,Eritrea,7,1000.0,5.26
Beans,Egypt,8,500.0,46.07
Maize,Benin,5,1000.0,172.62
Onion,Mozambique,4,10.0,34.22
Maize,Guinea-Bissau,8,250.0,166.46
Onion,Sudan,1,500.0,285.27
Cocoa,Guinea-Bissau,7,250.0,2052.53
Cocoa,Cameroon,5,500.0,2144.6
Irish Potato,Tunisia,4,1000.0,1.32
Cocoa,Gabon,4,100.0,1862.18
Maize,Somalia,5,10.0,212.69
Tomato,Tunisia,8,1000.0,2.06
Cassava,Zambia,7,10.0,5.98
Plantain,Cote d'Ivoire,3,250.0,311.58
Maize,Congo (Republic),7,50.0,185.48
Onion,Mali,3,250.0,297.06
Cassava,Gambia,12,10.0,14.38
Onion,Guinea-Bissau,2,1000.0,267.09
Tomato,Somalia,1,1000.0,337.57
Maize,Tunisia,7,250.0,0.88
Cassava,Seychelles,7,25.0,2.93
Cassava,Mozambique,12,500.0,12.68
Maize,Mauritius,7,10.0,13.96
Cocoa,Sudan,8,250.0,1822.6
Onion,Gabon,2,100.0,275.31
Maize,Senegal,1,50.0,220.56
Tomato,Sudan,8,500.0,449.69
Maize,Madagascar,10,25.0,1452.36
Cocoa,Central African Republic,2,25.0,1576.63
Cassava,Ethiopia,4,500.0,28.63
Irish Potato,Botswana,9,50.0,6.4
Maize,Niger,11,1000.0,170.76
Tomato,Seychelles,7,1000.0,8.74
Beans,Malawi,7,250.0,1647.03
Beans,Botswana,9,250.0,15.21
Cassava,Congo (Republic),12,1000.0,99.76
Plantain,Rwanda,1,1000.0,562.62
Plantain,Togo,11,500.0,237.73
Coffee,Uganda,1,250.0,13314.63
Onion,Eritrea,9,10.0,9.65
Plantain,Sierra Leone,1,1000.0,8979.86
Plantain,Congo (DRC),7,250.0,1242.37
Beans,Chad,4,250.0,566.52
Maize,Tunisia,11,25.0,0.99
Cocoa,Tanzania,7,500.0,8629.7
Plantain,Djibouti,10,1000.0,60.63
Cassava,Cabo Verde,1,1000.0,16.98
Plantain,Sao Tome and Principe,9,25.0,9.3
Rice,South Africa,4,50.0,17.55
Cocoa,Algeria,11,250.0,357.44
Coffee,South Sudan,6,25.0,13013.65
Plantain,Uganda,7,1000.0,1450.53
Irish Potato,Tunisia,11,25.0,1.72
Cocoa,Congo (DRC),10,100.0,7860.87
Rice,South Africa,3,10.0,16.48
Tomato,Zimbabwe,1,250.0,16.06
Cassava,Gambia,9,50.0,14.75
Irish Potato,Guinea-Bissau,5,100.0,296.67
Coffee,Liberia,4,10.0,836.84
Maize,Gabon,4,1000.0,175.26
Plantain,Burundi,11,100.0,1269.13
Tomato,Kenya,8,250.0,88.81
Coffee,Burundi,1,100.0,10436.4
Cassava,Malawi,12,25.0,333.67
Rice,Benin,9,500.0,423.5
Onion,Eritrea,1,1000.0,6.25
Plantain,Madagascar,1,1000.0,1811.62
Irish Potato,Cameroon,12,250.0,304.55
Onion,Mozambique,4,1000.0,28.35
Cocoa,Burkina Faso,5,100.0,2049.0
Irish Potato,Ethiopia,6,10.0,50.84
Beans,Namibia,10,10.0,21.07
Beans,Cameroon,9,100.0,671.59
Irish Potato,Burundi,7,250.0,1177.26
Cassava,Central African Republic,11,250.0,108.64
Irish Potato,Angola,2,100.0,558.46
Maize,Madagascar,5,1000.0,1303.62
Irish Potato,Mali,6,1000.0,255.61
Plantain,Seychelles,9,100.0,5.34
Beans,Tunisia,11,10.0,3.86
Coffee,Lesotho,4,250.0,73.92
Coffee,Djibouti,11,10.0,599.24
Irish Potato,Mauritius,5,1000.0,18.54
Tomato,Egypt,7,50.0,32.91
Rice,Lesotho,3,1000.0,13.85
Maize,Lesotho,10,50.0,6.08
Maize,Mauritius,6,250.0,14.27
Plantain,Angola,12,10.0,392.24
Irish Potato,Sao Tome and Principe,1,1000.0,11.35
Onion,Libya,5,50.0,2.72
Onion,Egypt,9,250.0,29.3
Cassava,Burundi,10,25.0,546.12
Tomato,South Africa,3,1000.0,10.08
Rice,Libya,11,500.0,3.03
Cassava,Sierra Leone,7,500.0,4517.83
Maize,Angola,9,25.0,228.98
Onion,Tunisia,10,250.0,1.83
Tomato,Lesotho,12,500.0,12.32
Coffee,Burundi,12,250.0,9292.05
